bet_id,game,name,result_type,amount,odds,stake,pick,market
4096707,Basketball,Pacific Caesar Surabaya v Satya Wacana Salatiga - IBL 2023 (Indonesia 1),Lost,"67,000",1.87,,Under 134.5 Total,Over/Under 134.5 Total Full event
4096715,Basketball,Hangtuah v Rans PIK - IBL 2023 (Indonesia 1),Won,"6,000,000",2.20,"5,000,000",Rans PIK,2-Way Full event
4096716,Basketball,Satya Wacana Salatiga v Satria Muda Pertamina - IBL 2023 (Indonesia 1),Lost,"5,000,000",1.85,,Over 138 Total,Over/Under 138 Total Full event
4096718,Basketball,NSH Mountain Gold Timika v Bumi Borneo - IBL 2023 (Indonesia 1),Won,"4,050,685",1.85,"4,765,512",Over 136 Total,Over/Under 136 Total Full event
4100333,American Football,Toronto Argonauts v Saskatchewan Roughriders - CFL 2023 (Canada 1),Won,"18,687,772",1.71,"26,320,806",Toronto Argonauts,-7.5
4100477,Basketball,Tangerang Hawks v Satria Muda Pertamina - IBL 2023 (Indonesia 1),Lost,"1,000,000",1.83,,Over 144 Total,Over/Under 144 Total Full event
4100479,Basketball,Prawira Bandung v Satya Wacana Salatiga - IBL 2023 (Indonesia 1),Won,"745,201",1.83,"897,832",Under 145.5 Total,Over/Under 145.5 Total Full event
4100482,Basketball,Indonesia Patriots v Hangtuah - IBL 2023 (Indonesia 1),Won,"891,920",2.25,"713,536",Indonesia Patriots,2-Way Full event
4100493,Basketball,Bima Perkasa Jogja v Hangtuah - IBL 2023 (Indonesia 1),Lost,"1,093,639",1.70,,Under 146.5 Total,Over/Under 146.5 Total Full event
4100494,Basketball,Dewa United Surabaya v Rans PIK - IBL 2023 (Indonesia 1),Won,"850,000",1.85,"1,000,000",Under 151.5 Total,Over/Under 151.5 Total Full event
4100514,Basketball,Pelita Jaya v Bima Perkasa Jogja - IBL 2023 (Indonesia 1),Won,"83,000,000",1.83,"100,000,000",Over 143.5 Total,Over/Under 143.5 Total Full event
4100517,Basketball,Hangtuah v Rajawali Medan - IBL 2023 (Indonesia 1),Lost,"50,039,810",1.85,,Under 135.5 Total,Over/Under 135.5 Total Full event
4100521,Basketball,Bumi Borneo v NSH Mountain Gold Timika - IBL 2023 (Indonesia 1),Lost,"20,000,000",2.29,,NSH Mountain Gold Timika,2-Way Full event
4102540,Baseball,Yomiuri Giants v Tokyo Yakult Swallows - NPB 2023 (Japan 1),Lost,"50,000,000",1.72,,Over 7.5 Total Runs,Over/Under 7.5 Total Runs Full event
4103737,Basketball,Blackwater Bossing v Talk N Text - Governors Cup 2023 (Philippines Cup 3),Won,"841,336",1.85,"989,807",Over 215.5 Total,Over/Under 215.5 Total Full event
4103744,Basketball,Meralco Bolts v San Miguel Beermen - Governors Cup 2023 (Philippines Cup 3),Lost,"1,963,454",2.87,,Meralco Bolts,2-Way Full event
4103747,Basketball,Talk N Text v Converge FiberXers - Governors Cup 2023 (Philippines Cup 3),Won,"3,095,554",1.85,"3,641,828",Over 216.5 Total,Over/Under 216.5 Total Full event
4103755,Basketball,NLEX Road Warriors v Rain or Shine Elasto Painters - Governors Cup 2023 (Philippines Cup 3),Won,"9,878,563",1.81,"12,195,757",Under 218 Total,Over/Under 218 Total Full event
4103756,Basketball,Phoenix Fuel Masters v Converge FiberXers - Governors Cup 2023 (Philippines Cup 3),Lost,"96,014,207",1.36,,Over 211.5 Total,Over/Under 211.5 Total Full event
4103757,Basketball,Magnolia Hotshots v Meralco Bolts - Governors Cup 2023 (Philippines Cup 3),Lost,"16,470,288",2.04,,Over 198.5 Total,Over/Under 198.5 Total Full event
4103764,Basketball,Rain or Shine Elasto Painters v NorthPort Batang Pier - Governors Cup 2023 (Philippines Cup 3),Lost,"4,000",2.00,,Over 219.5 Total,Over/Under 219.5 Total Full event
4103766,Basketball,Converge FiberXers v Blackwater Bossing - Governors Cup 2023 (Philippines Cup 3),Lost,"3,338,155",2.50,,Converge FiberXers,-20.5
4103767,Basketball,Meralco Bolts v NLEX Road Warriors - Governors Cup 2023 (Philippines Cup 3),Lost,"4,290,385",1.85,,Over 214.5 Total,Over/Under 214.5 Total Full event
4103769,Basketball,NLEX Road Warriors v Magnolia Hotshots - Governors Cup 2023 (Philippines Cup 3),Won,"680,034",1.70,"971,477",Over 208.5 Total,Over/Under 208.5 Total Full event
4103771,Basketball,Barangay Ginebra San Miguel v San Miguel Beermen - Governors Cup 2023 (Philippines Cup 3),Won,"425,000",1.85,"500,000",Under 212.5 Total,Over/Under 212.5 Total Full event
4103773,Basketball,Converge FiberXers v NLEX Road Warriors - Governors Cup 2023 (Philippines Cup 3),Won,"12,760,000",3.00,"6,380,000",NLEX Road Warriors,2-Way Full event
4103774,Basketball,Blackwater Bossing v Barangay Ginebra San Miguel - Governors Cup 2023 (Philippines Cup 3),Lost,"4,140,053",1.85,,Over 214 Total,Over/Under 214 Total Full event
4103775,Basketball,San Miguel Beermen v Talk N Text - Governors Cup 2023 (Philippines Cup 3),Won,"6,581,023",2.25,"5,264,818",Talk N Text,2-Way Full event
4103776,Basketball,NorthPort Batang Pier v Terrafirma Dyip - Governors Cup 2023 (Philippines Cup 3),Won,"1,700,000",1.85,"2,000,000",Under 230.5 Total,Over/Under 230.5 Total Full event
4103777,Basketball,Rain or Shine Elasto Painters v Magnolia Hotshots - Governors Cup 2023 (Philippines Cup 3),Lost,"2,000,000",1.80,,Over 213.5 Total,Over/Under 213.5 Total Full event
4103782,Basketball,NLEX Road Warriors v San Miguel Beermen - Governors Cup 2023 (Philippines Cup 3),Won,"419,219",1.81,"517,554",Over 220 Total,Over/Under 220 Total Full event
4103783,Basketball,NorthPort Batang Pier v Talk N Text - Governors Cup 2023 (Philippines Cup 3),Won,"400,000",1.80,"500,000",Over 221.5 Total,Over/Under 221.5 Total Full event
4103787,Basketball,San Miguel Beermen v Terrafirma Dyip - Governors Cup 2023 (Philippines Cup 3),Lost,"950,000",1.85,,Under 222.5 Total,Over/Under 222.5 Total Full event
4109100,Basketball,Sichuan Blue Whales v Shenzhen Leopards - CBA 2022/2023 (China 1),Lost,"10,870,176",1.85,,Over 198 Total,Over/Under 198 Total Full event
4109156,Basketball,Nanjing Monkey King v Guangzhou Loong Lions - CBA 2022/2023 (China 1),Lost,"430,000",1.85,,Over 202 Total,Over/Under 202 Total Full event
4109520,Basketball,Tampereen Pyrintoe v UU Korihait - Korisliiga Relegation Group 2022/2023 (Finland 1),Won,"880,000",1.88,"1,000,000",Over 169 Total,Over/Under 169 Total Full event
4109524,Basketball,Kobrat v UU Korihait - Korisliiga Relegation Group 2022/2023 (Finland 1),Won,"1,740,000",1.87,"2,000,000",Over 165.5 Total,Over/Under 165.5 Total Full event
4110579,Basketball,Team LeBron v Team Giannis - NBA All-Star Game 2022/2023 (USA All-Star Game 1),Won,"3,670,172",2.20,"3,058,477",Team Giannis,2-Way Full event
4111702,Rugby,Ireland U20 v Fiji U20 - U20 World Championship Pool B 2023 (World Championships U20 1),Lost,"15,000,000",1.85,,Under 70.5 Total,Over/Under 70.5 Total Ordinary time
4111796,Football,"New Zealand v Argentina - Friendlies 2023 (Friendlies 1, female)",Lost,"2,000,000",2.10,,Over 2.5 Total Goals,Over/Under 2.5 Total Goals Ordinary time
4114565,Basketball,Bears Academy v BK Amager - Basket Ligaen Losers Stage 2022/2023 (Denmark 1),Won,"381,711",1.85,"449,072",Over 164.5 Total,Over/Under 164.5 Total Full event
4117904,Basketball,Cairns Taipans v Tasmania JackJumpers - NBL Playoff 2022/2023 (Australia 1),Lost,"3,354,430",2.04,,Over 171 Total,Over/Under 171 Total Full event
4121335,Basketball,Sydney Kings v Cairns Taipans - NBL Playoff 2022/2023 (Australia 1),Lost,"500,000",1.85,,Under 180.5 Total,Over/Under 180.5 Total Full event
4121336,Basketball,Cairns Taipans v Sydney Kings - NBL Playoff 2022/2023 (Australia 1),Lost,"1,000,000",1.85,,Over 179.5 Total,Over/Under 179.5 Total Full event
4124111,Basketball,Real Madrid v Unicaja - Copa del Rey 2022/2023 (Spain Cup 1),Won,"2,080,000",2.04,"2,000,000",Over 164 Total,Over/Under 164 Total Full event
4124172,Basketball,Sydney Kings v Cairns Taipans - NBL Playoff 2022/2023 (Australia 1),Lost,"2,000,000",1.80,,Over 179.5 Total,Over/Under 179.5 Total Full event
4125388,Basketball,La Laguna Tenerife v Unicaja - Copa del Rey 2022/2023 (Spain Cup 1),Won,"2,000,000",1.80,"2,500,000",Over 157.5 Total,Over/Under 157.5 Total Full event
4132667,Rugby,Wales v Italy - Six Nations 2024 (Six Nations 1),Won,"3,057,799",1.72,"4,246,943",Under 50.5 Total,Over/Under 50.5 Total Ordinary time
4132669,Rugby,France v England - Six Nations 2024 (Six Nations 1),Lost,"2,000,000",1.72,,Under 51.5 Total,Over/Under 51.5 Total Ordinary time
4136215,Basketball,"Spain v Germany - EURO Basket Final Stage 2023 (European Championships 1, female)",Won,"44,100,000",1.90,"49,000,000",Spain,-10.5
4136216,Basketball,"Belgium v Serbia - EURO Basket Final Stage 2023 (European Championships 1, female)",Lost,"50,205,264",1.75,,Under 142.5 Total,Over/Under 142.5 Total Full event
4136219,Basketball,"Spain v Hungary - EURO Basket Final Stage 2023 (European Championships 1, female)",Won,"8,700,000",1.87,"10,000,000",Under 131.5 Total,Over/Under 131.5 Total Full event
4136222,Basketball,"Spain v Belgium - EURO Basket Final Stage 2023 (European Championships 1, female)",Won,"8,300,792",2.00,"8,300,792",Under 134 Total,Over/Under 134 Total Full event
4140729,Basketball,Phoenix Fuel Masters v Talk N Text - Governors Cup Playoff 2023 (Philippines Cup 3),Won,"1,724,136",1.75,"2,298,848",Over 217.5 Total,Over/Under 217.5 Total Full event
4140730,Basketball,Magnolia Hotshots v Meralco Bolts - Governors Cup Playoff 2023 (Philippines Cup 3),Won,"700,000",1.70,"1,000,000",Over 197.5 Total,Over/Under 197.5 Total Full event
4140731,Basketball,NLEX Road Warriors v Barangay Ginebra San Miguel - Governors Cup Playoff 2023 (Philippines Cup 3),Won,"830,000",1.83,"1,000,000",Over 218.5 Total,Over/Under 218.5 Total Full event
4144502,Basketball,Talk N Text v Meralco Bolts - Governors Cup Playoff 2023 (Philippines Cup 3),Won,"480,000",1.80,"600,000",Over 212.5 Total,Over/Under 212.5 Total Full event
4144503,Basketball,Meralco Bolts v Talk N Text - Governors Cup Playoff 2023 (Philippines Cup 3),Lost,"80,190",1.85,,Over 213.5 Total,Over/Under 213.5 Total Full event
4144504,Basketball,San Miguel Beermen v Barangay Ginebra San Miguel - Governors Cup Playoff 2023 (Philippines Cup 3),Lost,"1,000,000",1.80,,Under 218.5 Total,Over/Under 218.5 Total Full event
4145445,Rugby,Southland v Waikato - NPC 2023 (New Zealand Cup 1),Lost,"96,056,890",1.65,,Over 53.5 Total,Over/Under 53.5 Total Ordinary time
4146709,Basketball,Talk N Text v Meralco Bolts - Governors Cup Playoff 2023 (Philippines Cup 3),Lost,"3,151,952",3.75,,Meralco Bolts,2-Way Full event
4155543,Basketball,Boston Celtics v Atlanta Hawks - NBA Playoffs 2022/2023 (USA 1),Won,"3,030,716",2.00,"3,030,716",Under 230.5 Total,Over/Under 230.5 Total Full event
4155798,Basketball,Barangay Ginebra San Miguel v Talk N Text - Governors Cup Playoff 2023 (Philippines Cup 3),Lost,"3,072,778",1.85,,Over 206.5 Total,Over/Under 206.5 Total Full event
4156256,Basketball,Minnesota Timberwolves v Oklahoma City Thunder - NBA Playoffs 2022/2023 (USA 1),Lost,"3,152,318",2.80,,Oklahoma City Thunder,2-Way Full event
4156299,Basketball,LA Clippers v Phoenix Suns - NBA Playoffs 2022/2023 (USA 1),Lost,"1,402,314",3.70,,LA Clippers,2-Way Full event
4157192,Basketball,Milwaukee Bucks v Miami Heat - NBA Playoffs 2022/2023 (USA 1),Lost,"3,000,000",2.10,,Under 219.5 Total,Over/Under 219.5 Total Full event
4157195,Basketball,Miami Heat v Milwaukee Bucks - NBA Playoffs 2022/2023 (USA 1),Won,"1,164,278",2.00,"1,164,278",Over 219.5 Total,Over/Under 219.5 Total Full event
4157221,Basketball,Denver Nuggets v Minnesota Timberwolves - NBA Playoffs 2022/2023 (USA 1),Lost,"3,000,278",2.00,,Over 225.5 Total,Over/Under 225.5 Total Full event
4158210,Basketball,Talk N Text v Barangay Ginebra San Miguel - Governors Cup Playoff 2023 (Philippines Cup 3),Won,"1,923,434",3.00,"961,717",Talk N Text,2-Way Full event
4160090,Basketball,Anyang v Seoul Knights - KBL Playoffs 2022/2023 (South Korea 1),Lost,"2,000,000",1.83,,Over 160.5 Total,Over/Under 160.5 Total Full event
4160319,Basketball,Sacramento Kings v Golden State Warriors - NBA Playoffs 2022/2023 (USA 1),Lost,"4,000,000",2.10,,Sacramento Kings,2-Way Full event
4162519,Basketball,Atlanta Hawks v Boston Celtics - NBA Playoffs 2022/2023 (USA 1),Won,"1,948,185",2.00,"1,948,185",Over 232.5 Total,Over/Under 232.5 Total Full event
4162536,Basketball,Denver Nuggets v Phoenix Suns - NBA Playoffs 2022/2023 (USA 1),Lost,"3,000,000",2.38,,Phoenix Suns,2-Way Full event
4162904,Basketball,LA Lakers v Memphis Grizzlies - NBA Playoffs 2022/2023 (USA 1),Lost,"3,000,000",1.86,,Over 219.5 Total,Over/Under 219.5 Total Full event
4162917,Basketball,Miami Heat v New York Knicks - NBA Playoffs 2022/2023 (USA 1),Lost,"4,000,000",1.87,,Over 209 Total,Over/Under 209 Total Full event
4163257,Basketball,Philadelphia 76ers v Boston Celtics - NBA Playoffs 2022/2023 (USA 1),Won,"4,362,743",1.83,"5,256,317",Over 213.5 Total,Over/Under 213.5 Total Full event
4164552,Basketball,Anyang v Seoul Knights - KBL Playoffs 2022/2023 (South Korea 1),Lost,"1,000,000",2.29,,Seoul Knights,2-Way Full event
4165122,Basketball,New York Knicks v Miami Heat - NBA Playoffs 2022/2023 (USA 1),Lost,"1,461,029",2.37,,Miami Heat,2-Way Full event
4167560,Basketball,NSH Mountain Gold Timika v Tangerang Hawks - IBL 2023 (Indonesia 1),Lost,"30,564,425",1.72,,Under 139.5 Total,Over/Under 139.5 Total Full event
4167568,Basketball,Satria Muda Pertamina v Satya Wacana Salatiga - IBL 2023 (Indonesia 1),Won,"32,529,265",1.65,"50,045,023",Under 150.5 Total,Over/Under 150.5 Total Full event
4167569,Basketball,Tangerang Hawks v Bali United - IBL 2023 (Indonesia 1),Won,"17,377,181",1.57,"30,486,283",Over 141.5 Total,Over/Under 141.5 Total Full event
4167913,Basketball,Juventus v Lietkabelis - LKL Playoff 2022/2023 (Lithuania 1),Won,"1,258,974",1.85,"1,481,146",Under 171.5 Total,Over/Under 171.5 Total Full event
4168776,Basketball,Miami Heat v New York Knicks - NBA Playoffs 2022/2023 (USA 1),Lost,"1,594,736",3.00,,New York Knicks,2-Way Full event
4169721,Football,Syria v India - Asian Cup Grp. B 2023 (Asian Cup 1),Lost,"1,420,220",2.60,,India or Draw,Double Chance Ordinary time
4169915,Basketball,Denver Nuggets v LA Lakers - NBA Playoffs 2022/2023 (USA 1),Won,"1,478,544",1.78,"1,895,569",Over 221 Total,Over/Under 221 Total Full event
4177074,Cricket,Australia v Pakistan - World Test Championship 2023/2024 (World Test Championship 1),Lost,"1,000,000",15.00,,Pakistan,3-Way Full event
4180534,Basketball,Zalgiris Kaunas v BC Rytas - LKL Playoff 2022/2023 (Lithuania 1),Won,"21,600,000",1.72,"30,000,000",Over 161.5 Total,Over/Under 161.5 Total Full event
4180539,Basketball,Lietkabelis v BC Jonava - LKL Playoff 2022/2023 (Lithuania 1),Lost,"17,400,142",1.75,,Over 158.5 Total,Over/Under 158.5 Total Full event
4181744,Basketball,Miami Heat v Denver Nuggets - NBA Playoffs 2022/2023 (USA 1),Lost,"50,005,144",1.80,,Over 211.5 Total,Over/Under 211.5 Total Full event
4181748,Basketball,Denver Nuggets v Miami Heat - NBA Playoffs 2022/2023 (USA 1),Lost,"5,828,886",2.00,,Over 219.5 Total,Over/Under 219.5 Total Full event
4181749,Basketball,Denver Nuggets v Miami Heat - NBA Playoffs 2022/2023 (USA 1),Lost,"25,231,941",2.00,,Under 215 Total,Over/Under 215 Total Full event
4181756,Basketball,Satya Wacana Salatiga v Indonesia Patriots - IBL 2023 (Indonesia 1),Won,"42,688,988",1.83,"51,432,516",Over 133.5 Total,Over/Under 133.5 Total Full event
4181758,Basketball,Pelita Jaya v Hangtuah - IBL 2023 (Indonesia 1),Won,"12,000,000",1.80,"15,000,000",Under 156.5 Total,Over/Under 156.5 Total Full event
4181760,Basketball,Pacific Caesar Surabaya v Rans PIK - IBL 2023 (Indonesia 1),Lost,"20,000,000",1.83,,Under 148.5 Total,Over/Under 148.5 Total Full event
4181768,Basketball,Pelita Jaya v Pacific Caesar Surabaya - IBL 2023 (Indonesia 1),Lost,"50,244,904",1.45,,Over 153.5 Total,Over/Under 153.5 Total Full event
4181774,Basketball,Rajawali Medan v Bumi Borneo - IBL 2023 (Indonesia 1),Lost,"42,024,849",1.80,,Over 135.5 Total,Over/Under 135.5 Total Full event
4181782,Basketball,Bima Perkasa Jogja v Rajawali Medan - IBL 2023 (Indonesia 1),Won,"41,056,682",1.36,"114,046,339",Over 129.5 Total,Over/Under 129.5 Total Full event
4182103,Basketball,Olympiacos B.C. v Panathinaikos - Greek Basket League Playoff 2022/2023 (Greece 1),Lost,"6,446,565",1.86,,Over 154 Total,Over/Under 154 Total Full event
4184989,Cricket,Bangladesh v Afghanistan - Bangladesh ODI Series 2023 (International 1day 1),Won,"12,936,278",2.50,"8,624,185",Afghanistan,2-Way Full event
4185323,Basketball,Ratiopharm Ulm v Telekom Baskets Bonn - BBL Playoff 2022/2023 (Germany 1),Won,"9,100,000",1.91,"10,000,000",Over 165.5 Total,Over/Under 165.5 Total Full event
4185669,Basketball,Denver Nuggets v Miami Heat - NBA Playoffs 2022/2023 (USA 1),Won,"10,353,262",2.00,"10,353,262",Under 208.5 Total,Over/Under 208.5 Total Full event
4187752,Basketball,Perth Wildcats v Brisbane Bullets - NBL 2023/2024 (Australia 1),Won,"1,500,000",1.75,"2,000,000",Under 184.5 Total,Over/Under 184.5 Total Full event
4187756,Basketball,Brisbane Bullets v South East Melbourne Phoenix - NBL 2023/2024 (Australia 1),Won,"1,123,822",1.75,"1,498,429",Over 179.5 Total,Over/Under 179.5 Total Full event
4187759,Basketball,Illawarra Hawks v Melbourne United - NBL 2023/2024 (Australia 1),Won,"1,110,000",1.74,"1,500,000",Over 172 Total,Over/Under 172 Total Full event
4187760,Basketball,Adelaide 36ers v South East Melbourne Phoenix - NBL 2023/2024 (Australia 1),Won,"730,000",1.73,"1,000,000",Over 176 Total,Over/Under 176 Total Full event
4187761,Basketball,Sydney Kings v Perth Wildcats - NBL 2023/2024 (Australia 1),Won,"700,000",1.70,"1,000,000",Under 192 Total,Over/Under 192 Total Full event
4187767,Basketball,Adelaide 36ers v Cairns Taipans - NBL 2023/2024 (Australia 1),Won,"1,440,000",1.72,"2,000,000",Over 171.5 Total,Over/Under 171.5 Total Full event
4187770,Basketball,South East Melbourne Phoenix v Melbourne United - NBL 2023/2024 (Australia 1),Won,"866,250",1.33,"2,625,000",Under 189.5 Total,Over/Under 189.5 Total Full event
4187802,Basketball,Adelaide 36ers v Perth Wildcats - NBL 2023/2024 (Australia 1),Lost,"1,500,000",1.74,,Over 183 Total,Over/Under 183 Total Full event
4187805,Basketball,Tasmania JackJumpers v South East Melbourne Phoenix - NBL 2023/2024 (Australia 1),Won,"3,750,000",3.50,"1,500,000",South East Melbourne Phoenix,2-Way Full event
4187810,Basketball,Tasmania JackJumpers v Illawarra Hawks - NBL 2023/2024 (Australia 1),Won,"3,199,531",1.61,"5,245,133",Over 170 Total,Over/Under 170 Total Full event
4187812,Basketball,Adelaide 36ers v Cairns Taipans - NBL 2023/2024 (Australia 1),Won,"1,480,000",1.74,"2,000,000",Under 188 Total,Over/Under 188 Total Full event
4187823,Basketball,Cairns Taipans v Adelaide 36ers - NBL 2023/2024 (Australia 1),Lost,"2,000,000",2.62,,Adelaide 36ers,2-Way Full event
4187824,Basketball,Perth Wildcats v South East Melbourne Phoenix - NBL 2023/2024 (Australia 1),Won,"1,400,000",1.70,"2,000,000",Under 190 Total,Over/Under 190 Total Full event
4187832,Basketball,Cairns Taipans v Brisbane Bullets - NBL 2023/2024 (Australia 1),Won,"2,190,000",1.73,"3,000,000",Over 178.5 Total,Over/Under 178.5 Total Full event
4187836,Basketball,Sydney Kings v New Zealand Breakers - NBL 2023/2024 (Australia 1),Lost,"3,000,000",1.70,,Over 182 Total,Over/Under 182 Total Full event
4187842,Basketball,Brisbane Bullets v New Zealand Breakers - NBL 2023/2024 (Australia 1),Lost,"2,000,000",2.04,,Brisbane Bullets,2-Way Full event
4187843,Basketball,Tasmania JackJumpers v New Zealand Breakers - NBL 2023/2024 (Australia 1),Won,"2,130,000",1.71,"3,000,000",Over 169.5 Total,Over/Under 169.5 Total Full event
4187848,Basketball,Sydney Kings v Illawarra Hawks - NBL 2023/2024 (Australia 1),Won,"3,399,054",1.70,"4,855,792",Over 183 Total,Over/Under 183 Total Full event
